"85.10Z","Enseignement","Enseignement","Enseignement pré-primaire"
"85.20Z","Enseignement","Enseignement","Enseignement primaire"
"85.31Z","Enseignement","Enseignement","Enseignement secondaire général"
"85.32Z","Enseignement","Enseignement","Enseignement secondaire technique ou professionnel"
"85.41Z","Enseignement","Enseignement","Enseignement post-secondaire non supérieur"
"85.42Z","Enseignement","Enseignement","Enseignement supérieur"
"85.51Z","Enseignement","Enseignement","Enseignement de disciplines sportives et d'activités de loisirs"
"85.52Z","Enseignement","Enseignement","Enseignement culturel"
"85.53Z","Enseignement","Enseignement","Enseignement de la conduite"
"85.59A","Enseignement","Enseignement","Formation continue d'adultes"
"85.59B","Enseignement","Enseignement","Autres enseignements"
"85.60Z","Enseignement","Enseignement","Activités de soutien à l'enseignement"
"86.10Z","Activités pour la santé humaine","Activités sociales","Activités hospitalières"
"86.21Z","Activités pour la santé humaine","Activités sociales","Activité des médecins généralistes"
"86.22A","Activités pour la santé humaine","Activités sociales","Activités de radiodiagnostic et de radiothérapie"
"86.22B","Activités pour la santé humaine","Activités sociales","Activités chirurgicales"
"86.22C","Activités pour la santé humaine","Activités sociales","Autres activités des médecins spécialistes"
"86.23Z","Activités pour la santé humaine","Activités sociales","Pratique dentaire"
"86.90A","Activités pour la santé humaine","Activités sociales","Ambulances"
"86.90B","Activités pour la santé humaine","Activités sociales","Laboratoires d'analyses médicales"
"86.90C","Activités pour la santé humaine","Activités sociales","Centres de collecte et banques d'organes"
"86.90D","Activités pour la santé humaine","Activités sociales","Activités des infirmiers et des sages-femmes"
"86.90E","Activités pour la santé humaine","Activités sociales","Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues"
"86.90F","Activités pour la santé humaine","Activités sociales","Activités de santé humaine non classées ailleurs"
"87.10A","Hébergement médico-social et social","Activités sociales","Hébergement médicalisé pour personnes âgées"
"87.10B","Hébergement médico-social et social","Activités sociales","Hébergement médicalisé pour enfants handicapés "
"87.10C","Hébergement médico-social et social","Activités sociales","Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé "
"87.20A","Hébergement médico-social et social","Activités sociales","Hébergement social pour handicapés mentaux et malades mentaux "
"87.20B","Hébergement médico-social et social","Activités sociales","Hébergement social pour toxicomanes"
"87.30A","Hébergement médico-social et social","Activités sociales","Hébergement social pour personnes âgées"
"87.30B","Hébergement médico-social et social","Activités sociales","Hébergement social pour handicapés  physiques"
"87.90A","Hébergement médico-social et social","Activités sociales","Hébergement social pour enfants en difficultés "
"87.90B","Hébergement médico-social et social","Activités sociales","Hébergement social pour adultes et familles en difficultés et autre hébergement social "
"88.10A","Action sociale sans hébergement","Activités sociales","Aide à domicile  "
"88.10B","Action sociale sans hébergement","Activités sociales","Accueil ou accompagnement sans hébergement d’adultes handicapés ou de  personnes âgées"
"88.10C","Action sociale sans hébergement","Activités sociales","Aide par le travail "
"88.91A","Action sociale sans hébergement","Activités sociales","Accueil de jeunes enfants"
"88.91B","Action sociale sans hébergement","Activités sociales","Accueil ou accompagnement sans hébergement d’enfants handicapés"
"88.99A","Action sociale sans hébergement","Activités sociales","Autre accueil ou accompagnement sans hébergement d’enfants et d’adolescents"
"88.99B","Action sociale sans hébergement","Activités sociales","Action sociale sans hébergement n.c.a."
"90.01Z","Activités créatives, artistiques et de spectacle ","Culture","Arts du spectacle vivant"
"90.02Z","Activités créatives, artistiques et de spectacle ","Culture","Activités de soutien au spectacle vivant"
"90.03A","Activités créatives, artistiques et de spectacle ","Culture","Création artistique relevant des arts plastiques"
"90.03B","Activités créatives, artistiques et de spectacle ","Culture","Autre création artistique"
"90.04Z","Activités créatives, artistiques et de spectacle ","Culture","Gestion de salles de spectacles"
"91.01Z","Bibliothèques, archives, musées et autres activités culturelles","Culture","Gestion des bibliothèques et des archives"
"91.02Z","Bibliothèques, archives, musées et autres activités culturelles","Culture","Gestion des musées"
"91.03Z","Bibliothèques, archives, musées et autres activités culturelles","Culture","Gestion des sites et monuments historiques et des attractions touristiques similaires"
"91.04Z","Bibliothèques, archives, musées et autres activités culturelles","Culture","Gestion des jardins botaniques et zoologiques et des réserves naturelles"
"92.00Z","Organisation de jeux de hasard et d'argent","Culture","Organisation de jeux de hasard et d'argent"
"93.11Z","Activités sportives, récréatives et de loisirs","Culture","Gestion d'installations sportives"
"93.12Z","Activités sportives, récréatives et de loisirs","Culture","Activités de clubs de sports"
"93.13Z","Activités sportives, récréatives et de loisirs","Culture","Activités des centres de culture physique"
"93.19Z","Activités sportives, récréatives et de loisirs","Culture","Autres activités liées au sport"
"93.21Z","Activités sportives, récréatives et de loisirs","Culture","Activités des parcs d'attractions et parcs à thèmes"
"93.29Z","Activités sportives, récréatives et de loisirs","Culture","Autres activités récréatives et de loisirs"
"94.11Z","Activités des organisations associatives","Activités associatives","Activités des organisations patronales et consulaires"
"94.12Z","Activités des organisations associatives","Activités associatives","Activités des organisations professionnelles"
"94.20Z","Activités des organisations associatives","Activités associatives","Activités des syndicats de salariés"
"94.91Z","Activités des organisations associatives","Activités associatives","Activités des organisations religieuses"
"94.92Z","Activités des organisations associatives","Activités associatives","Activités des organisations politiques"
"94.99Z","Activités des organisations associatives","Activités associatives","Autres organisations fonctionnant par adhésion volontaire"
"95.11Z","Réparation d'ordinateurs et de biens personnels et domestiques","Maintenance","Réparation d'ordinateurs et d'équipements périphériques"
"95.12Z","Réparation d'ordinateurs et de biens personnels et domestiques","Maintenance","Réparation d'équipements de communication"
"95.21Z","Réparation d'ordinateurs et de biens personnels et domestiques","Maintenance","Réparation de produits électroniques grand public"
"95.22Z","Réparation d'ordinateurs et de biens personnels et domestiques","Maintenance","Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin"
"95.23Z","Réparation d'ordinateurs et de biens personnels et domestiques","Maintenance","Réparation de chaussures et d'articles en cuir"
"95.24Z","Réparation d'ordinateurs et de biens personnels et domestiques","Maintenance","Réparation de meubles et d'équipements du foyer"
"95.25Z","Réparation d'ordinateurs et de biens personnels et domestiques","Maintenance","Réparation d'articles d'horlogerie et de bijouterie"
"95.29Z","Réparation d'ordinateurs et de biens personnels et domestiques","Maintenance","Réparation d'autres biens personnels et domestiques"
"96.01A","Autres services personnels",,"Blanchisserie-teinturerie de gros"
"96.01B","Autres services personnels",,"Blanchisserie-teinturerie de détail"
"96.02A","Autres services personnels",,"Coiffure"
"96.02B","Autres services personnels",,"Soins de beauté"
"96.03Z","Autres services personnels",,"Services funéraires"
"96.04Z","Autres services personnels",,"Entretien corporel"
"96.09Z","Autres services personnels",,"Autres services personnels n.c.a."
"97.00Z","Activités des ménages en tant qu'employeurs de personnel domestique",,"Activités des ménages en tant qu'employeurs de personnel domestique"
"98.10Z","Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre",,"Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre"
"98.20Z","Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre",,"Activités indifférenciées des ménages en tant que producteurs de services pour usage propre"
"99.00Z","Activités des organisations et organismes extraterritoriaux",,"Activités des organisations et organismes extraterritoriaux"
